id,year,month,day,mets,pdf,label
379,1919,02,14,1209059150246687.xml,1209059150254156.pdf,1919-02-14
380,1919,02,15,1209059150458708.xml,1209059150465332.pdf,1919-02-15
381,1919,02,13,120905915063527.xml,120905915070570.pdf,1919-02-13
382,1919,02,17,1209059150663530.xml,1209059150670190.pdf,1919-02-17
383,1919,02,18,1209059150898594.xml,1209059150905501.pdf,1919-02-18
384,1919,02,20,1209059151304247.xml,1209059151310832.pdf,1919-02-20
385,1919,02,21,1209059151505174.xml,1209059151512160.pdf,1919-02-21
386,1919,02,22,1209059151690816.xml,1209059151696934.pdf,1919-02-22
387,1919,02,24,1209059151886948.xml,1209059151893545.pdf,1919-02-24
388,1919,02,19,120905915193922.xml,1209059151100743.pdf,1919-02-19
389,1919,02,26,1209059152229511.xml,1209059152235659.pdf,1919-02-26
390,1919,02,27,1209059152410461.xml,1209059152416899.pdf,1919-02-27
391,1919,02,28,1209059152603378.xml,1209059152609578.pdf,1919-02-28
392,1919,03,01,1209059152788698.xml,1209059152795302.pdf,1919-03-01
393,1919,02,25,120905915280982.xml,120905915288012.pdf,1919-02-25
394,1919,03,03,1209059152984757.xml,1209059152991539.pdf,1919-03-03
395,1919,03,04,1209059153177689.xml,1209059153184363.pdf,1919-03-04
396,1919,03,05,1209059153351563.xml,1209059153358055.pdf,1919-03-05
397,1919,03,06,1209059153555974.xml,1209059153562215.pdf,1919-03-06
398,1919,03,07,1209059153745780.xml,1209059153751813.pdf,1919-03-07
399,1919,03,08,1209059153937029.xml,1209059153943733.pdf,1919-03-08
400,1919,03,10,1209059154114518.xml,1209059154121524.pdf,1919-03-10
401,1919,03,11,1209059154303964.xml,1209059154310499.pdf,1919-03-11
402,1919,03,12,1209059154513325.xml,1209059154520161.pdf,1919-03-12
403,1919,03,13,1209059154724749.xml,1209059154731622.pdf,1919-03-13
404,1919,03,15,1209059155235233.xml,1209059155241929.pdf,1919-03-15
405,1919,03,28,1209059155451095.xml,1209059155457333.pdf,1919-03-28
406,1919,03,14,120905915555702.xml,120905915562368.pdf,1919-03-14
407,1919,03,29,1209059155726275.xml,1209059155733085.pdf,1919-03-29
408,1919,03,31,1209059155892641.xml,1209059155898818.pdf,1919-03-31
409,1919,04,01,1209059156120234.xml,1209059156127145.pdf,1919-04-01
410,1919,04,02,1209059156295361.xml,1209059156301595.pdf,1919-04-02
411,1919,04,03,1209059156490236.xml,1209059156498198.pdf,1919-04-03
412,1919,04,04,1209059156698950.xml,1209059156705424.pdf,1919-04-04
413,1919,04,05,1209059156922853.xml,1209059156929951.pdf,1919-04-05
414,1919,04,07,1209059157140767.xml,1209059157147020.pdf,1919-04-07
415,1919,04,08,1209059157320695.xml,1209059157327905.pdf,1919-04-08
416,1919,04,09,1209059157517544.xml,1209059157524492.pdf,1919-04-09
417,1919,04,10,1209059157734209.xml,1209059157740928.pdf,1919-04-10
418,1919,04,11,1209059157956202.xml,1209059157962777.pdf,1919-04-11
419,1919,04,12,1209059158147152.xml,1209059158155234.pdf,1919-04-12
420,1919,04,14,1209059158343311.xml,1209059158350086.pdf,1919-04-14
421,1919,04,15,1209059158568951.xml,1209059158575533.pdf,1919-04-15
422,1919,04,16,1209059158785806.xml,1209059158793339.pdf,1919-04-16
423,1919,04,17,1209059158995053.xml,12090591591997.pdf,1919-04-17
424,1919,04,18,1209059159232806.xml,1209059159239017.pdf,1919-04-18
425,1919,04,19,1209059159445360.xml,1209059159452339.pdf,1919-04-19
426,1919,04,21,1209059159670239.xml,1209059159677228.pdf,1919-04-21
427,1919,04,22,1209059159851319.xml,1209059159858004.pdf,1919-04-22
428,1919,04,24,1209059160260696.xml,1209059160267577.pdf,1919-04-24
429,1919,04,25,1209059160450346.xml,1209059160456598.pdf,1919-04-25
430,1919,04,23,120905916057154.xml,120905916064479.pdf,1919-04-23
431,1919,04,26,1209059160709303.xml,1209059160716819.pdf,1919-04-26
432,1919,04,28,1209059160939002.xml,1209059160945801.pdf,1919-04-28
433,1919,04,29,1209059161174789.xml,1209059161181720.pdf,1919-04-29
434,1919,04,30,1209059161367264.xml,1209059161373761.pdf,1919-04-30
435,1919,05,01,1209059161564790.xml,1209059161571244.pdf,1919-05-01
436,1919,05,02,1209059161754997.xml,1209059161761713.pdf,1919-05-02
437,1919,05,03,1209059161922189.xml,1209059161928400.pdf,1919-05-03
438,1919,05,06,1209059162321412.xml,1209059162328165.pdf,1919-05-06
439,1919,05,07,1209059162525260.xml,1209059162533476.pdf,1919-05-07
440,1919,08,05,1209059162770550.xml,1209059162776775.pdf,1919-05-08
441,1919,05,09,1209059162954673.xml,1209059162962066.pdf,1919-05-09
442,1919,05,05,120905916298414.xml,1209059162105264.pdf,1919-05-05
443,1919,05,10,1209059163203581.xml,1209059163210004.pdf,1919-05-10
444,1919,05,12,1209059163397833.xml,1209059163404360.pdf,1919-05-12
445,1919,05,13,1209059163602005.xml,1209059163609060.pdf,1919-05-13
446,1919,05,14,1209059163817919.xml,1209059163824621.pdf,1919-05-14
447,1919,05,15,120905916415828.xml,120905916422886.pdf,1919-05-15
448,1919,05,16,1209059164255895.xml,1209059164262183.pdf,1919-05-16
449,1919,05,17,1209059164427581.xml,1209059164434609.pdf,1919-05-17
450,1919,05,19,1209059164615642.xml,1209059164622710.pdf,1919-05-19
451,1919,05,20,1209059164805480.xml,1209059164812038.pdf,1919-05-20
452,1919,05,22,1209059165218025.xml,1209059165224509.pdf,1919-05-22
453,1919,05,21,120905916528173.xml,120905916534934.pdf,1919-05-21
454,1919,05,23,1209059165509953.xml,1209059165516254.pdf,1919-05-23
455,1919,05,24,1209059165709652.xml,1209059165716596.pdf,1919-05-24
456,1919,05,26,1209059165901693.xml,1209059165908098.pdf,1919-05-26
457,1919,05,28,1209059166271387.xml,1209059166278609.pdf,1919-05-28
458,1919,05,29,1209059166480699.xml,1209059166486995.pdf,1919-05-29
459,1919,05,31,1209059166658755.xml,1209059166665362.pdf,1919-05-31
460,1919,05,27,120905916666063.xml,120905916672804.pdf,1919-05-27
461,1919,06,02,1209059166821816.xml,1209059166828566.pdf,1919-06-02
462,1919,06,04,1209059167236690.xml,1209059167243676.pdf,1919-06-04
463,1919,06,05,1209059167472601.xml,1209059167479459.pdf,1919-06-05
464,1919,06,03,120905916755596.xml,120905916762300.pdf,1919-06-03
465,1919,06,06,1209059167692709.xml,1209059167699284.pdf,1919-06-06
466,1941,09,23,1209065821342262.xml,1209065821348593.pdf,"1941-09 (Freshman Issue)"
467,1941,09,24,1209065821962389.xml,1209065821970535.pdf,1941-09-24
468,1941,09,25,1209065822642292.xml,1209065822648934.pdf,1941-09-25
469,1941,09,26,120906582330309.xml,120906582336969.pdf,1941-09-26
470,1941,09,27,1209065823412112.xml,1209065823418844.pdf,1941-09-27
471,1941,09,29,1209065823733207.xml,1209065823739893.pdf,1941-09-29
472,1941,10,01,1209065824442818.xml,1209065824453821.pdf,1941-10-01
473,1941,09,30,120906582474918.xml,120906582481390.pdf,1941-09-30
474,1941,10,02,1209065824809828.xml,1209065824818373.pdf,1941-10-02
475,1941,10,03,1209065825217124.xml,1209065825226908.pdf,1941-10-03
476,1941,10,06,1209065825618541.xml,1209065825625314.pdf,1941-10-06
477,1941,10,07,120906582644779.xml,120906582651738.pdf,1941-10-07
478,1941,10,08,1209065826469167.xml,1209065826476927.pdf,1941-10-08
479,1941,10,09,1209065826877348.xml,1209065826887699.pdf,1941-10-09
480,1941,10,10,1209065827276750.xml,1209065827283388.pdf,1941-10-10
481,1941,10,11,1209065827742197.xml,1209065827749378.pdf,1941-10-11
482,1941,10,14,120906582813809.xml,120906582821089.pdf,1941-10-14
483,1941,10,15,1209065828361224.xml,1209065828368701.pdf,1941-10-15
484,1941,10,16,1209065828752189.xml,1209065828758506.pdf,1941-10-16
485,1941,10,17,1209065829150804.xml,1209065829158059.pdf,1941-10-17
486,1941,10,20,1209065829557688.xml,1209065829569496.pdf,1941-10-20
487,1941,10,21,1209065829954325.xml,1209065829964067.pdf,1941-10-21
488,1941,10,22,1209065830306371.xml,1209065830314641.pdf,1941-10-22
489,1941,10,23,1209065830667863.xml,1209065830674607.pdf,1941-10-23
490,1941,10,27,1209065831335447.xml,1209065831343520.pdf,1941-10-27
491,1941,10,24,120906583140520.xml,120906583148272.pdf,1941-10-24
492,1941,10,28,1209065831711824.xml,1209065831718530.pdf,1941-10-28
493,1941,10,30,1209065832456692.xml,1209065832466993.pdf,1941-10-30
494,1941,10,29,120906583269409.xml,120906583277353.pdf,1941-10-29
495,1941,10,31,1209065832788533.xml,1209065832796423.pdf,1941-10-31
496,1941,11,03,1209065833154264.xml,1209065833161450.pdf,1941-11-03
497,1941,11,04,1209065833516747.xml,1209065833523455.pdf,1941-11-04
498,1941,11,05,1209065834212843.xml,1209065834224868.pdf,1941-11-05
499,1941,11,06,1209065834560260.xml,1209065834571031.pdf,1941-11-06
500,1941,11,07,1209065834879679.xml,1209065834890652.pdf,1941-11-07
501,1941,11,08,1209065835275941.xml,1209065835285387.pdf,1941-11-08
502,1941,11,10,1209065835705332.xml,1209065835719662.pdf,1941-11-10
503,1941,11,13,1209065836570763.xml,1209065836577141.pdf,1941-11-13
504,1941,11,14,1209065836949199.xml,1209065836956509.pdf,1941-11-14
505,1941,11,12,120906583697077.xml,1209065836104441.pdf,1941-11-12
506,1941,11,17,1209065837310910.xml,1209065837318812.pdf,1941-11-17
507,1941,11,18,1209065837646091.xml,1209065837654106.pdf,1941-11-18
508,1941,11,20,1209065838454519.xml,1209065838463736.pdf,1941-11-20
509,1941,11,19,120906583864314.xml,120906583870622.pdf,1941-11-19
510,1941,11,24,1209065838854341.xml,1209065838860766.pdf,1941-11-24
511,1941,11,25,1209065839233945.xml,1209065839240843.pdf,1941-11-25
512,1941,11,26,1209065839686611.xml,1209065839693510.pdf,1941-11-26
513,1941,11,28,1209065840506507.xml,1209065840513359.pdf,1941-11-28
514,1941,11,27,120906584068777.xml,120906584077692.pdf,1941-11-27
515,1941,12,01,1209065840882804.xml,1209065840889633.pdf,1941-12-01
516,1941,12,02,1209065841289893.xml,1209065841304452.pdf,1941-12-02
517,1941,12,03,1209065841770762.xml,1209065841778809.pdf,1941-12-03
518,1941,12,04,1209065842140289.xml,1209065842149000.pdf,1941-12-04
519,1941,12,05,1209065842507689.xml,1209065842515955.pdf,1941-12-05
520,1941,12,08,1209065842919725.xml,1209065842927885.pdf,1941-12-08
521,1941,12,09,1209065843298488.xml,1209065843310906.pdf,1941-12-09
522,1941,12,10,1209065843688978.xml,1209065843697951.pdf,1941-12-10
523,1941,12,11,120906584437416.xml,120906584446706.pdf,1941-12-11
524,1941,12,13,1209065844382192.xml,1209065844393483.pdf,1941-12-13
525,1941,12,15,1209065844825932.xml,1209065844832663.pdf,1941-12-15
526,1941,12,16,1209065845165637.xml,1209065845172429.pdf,1941-12-16
527,1941,12,17,1209065845526450.xml,1209065845534471.pdf,1941-12-17
528,1941,12,18,1209065845952998.xml,1209065845963640.pdf,1941-12-18
529,1942,01,06,1209129221806021.xml,1209129221813846.pdf,1942-01-06
530,1942,01,07,120912922215593.xml,120912922221447.pdf,1942-01-07
531,1942,01,08,1209129222259902.xml,1209129222265664.pdf,1942-01-08
532,1942,01,09,1209129222493454.xml,1209129222500706.pdf,1942-01-09
533,1942,01,12,1209129222678443.xml,1209129222684202.pdf,1942-01-12
534,1942,01,14,1209129222871272.xml,1209129222877577.pdf,1942-01-14
535,1942,01,16,1209129223105648.xml,1209129223111831.pdf,1942-01-16
536,1942,01,19,1209129223313283.xml,1209129223319638.pdf,1942-01-19
537,1942,01,21,1209129223553202.xml,1209129223559456.pdf,1942-01-21
538,1942,01,23,1209129223756855.xml,1209129223763514.pdf,1942-01-23
539,1942,02,04,120912922421613.xml,120912922427621.pdf,1942-02-04
540,1942,02,06,1209129224256399.xml,1209129224262754.pdf,1942-02-06
541,1942,02,09,1209129224462810.xml,1209129224468669.pdf,1942-02-09
542,1942,02,11,1209129224629416.xml,1209129224635441.pdf,1942-02-11
543,1942,02,13,1209129224813410.xml,1209129224819698.pdf,1942-02-13
544,1942,02,18,1209129225350894.xml,1209129225358116.pdf,1942-02-18
545,1942,02,16,120912922554327.xml,120912922560104.pdf,1942-02-16
546,1942,02,20,1209129225552666.xml,1209129225558558.pdf,1942-02-20
547,1942,02,23,1209129225739828.xml,1209129225745678.pdf,1942-02-23
548,1942,02,25,120912922613983.xml,120912922620449.pdf,1942-02-25
549,1942,02,27,1209129226274202.xml,1209129226279993.pdf,1942-02-27
550,1942,03,02,1209129226493888.xml,1209129226499734.pdf,1942-03-02
551,1942,03,04,1209129226725611.xml,1209129226731361.pdf,1942-03-04
552,1942,03,06,1209129226956718.xml,1209129226962750.pdf,1942-03-06
553,1942,03,09,1209129227180930.xml,1209129227186778.pdf,1942-03-09
554,1942,03,11,1209129227448716.xml,1209129227455404.pdf,1942-03-11
555,1942,03,13,1209129227706288.xml,1209129227713256.pdf,1942-03-13
556,1942,03,16,1209129227989357.xml,1209129227998695.pdf,1942-03-16
557,1942,03,18,1209129228207254.xml,1209129228213930.pdf,1942-03-18
558,1942,03,20,1209129228435218.xml,1209129228441474.pdf,1942-03-20
559,1942,03,23,1209129228639023.xml,1209129228647054.pdf,1942-03-23
560,1942,03,25,1209129228982280.xml,1209129228989924.pdf,1942-03-25
561,1942,03,27,1209129229264824.xml,1209129229271088.pdf,1942-03-27
562,1942,03,30,1209129229544967.xml,1209129229550787.pdf,1942-03-30
563,1942,04,01,1209129229842210.xml,1209129229848258.pdf,1942-04-01
564,1942,04,08,1209129230229504.xml,1209129230235343.pdf,1942-04-08
565,1942,04,10,1209129230459241.xml,1209129230465677.pdf,1942-04-10
566,1942,04,13,1209129230752714.xml,1209129230758906.pdf,1942-04-13
567,1942,04,15,1209129230971531.xml,1209129230977367.pdf,1942-04-15
568,1942,04,18,1209129231257955.xml,1209129231263707.pdf,1942-04-18
569,1942,04,20,1209129231713765.xml,1209129231719819.pdf,1942-04-20
570,1942,04,25,1209129232351521.xml,1209129232357440.pdf,1942-04-25
571,1942,04,27,1209129232753836.xml,1209129232759640.pdf,1942-04-27
572,1942,04,23,120912923283381.xml,120912923291355.pdf,1942-04-23
573,1942,04,29,1209129232988650.xml,1209129232994560.pdf,1942-04-29
574,1942,05,01,1209129233268751.xml,1209129233274624.pdf,1942-05-01
575,1942,05,16,1209129233581870.xml,1209129233587860.pdf,1942-05-16
576,1942,05,18,1209129233984340.xml,1209129233990811.pdf,1942-05-18
577,1968,09,11,1209133970932688.xml,1209133970940161.pdf,1968-09-11
578,1968,09,13,1209133971200048.xml,1209133971205801.pdf,1968-09-13
579,1968,09,16,1209133971431121.xml,1209133971436840.pdf,1968-09-16
580,1968,09,17,1209133971636780.xml,1209133971642680.pdf,1968-09-17
581,1968,09,18,1209133971832576.xml,1209133971838649.pdf,1968-09-18
582,1968,09,19,120913397212311.xml,120913397218062.pdf,1968-09-19
583,1968,09,20,1209133972231304.xml,1209133972237772.pdf,1968-09-20
584,1968,09,23,1209133972460501.xml,1209133972466246.pdf,1968-09-23
585,1968,09,24,1209133972631124.xml,1209133972636907.pdf,1968-09-24
586,1968,09,25,1209133972789395.xml,1209133972795854.pdf,1968-09-25
587,1968,09,26,1209133972975170.xml,1209133972981546.pdf,1968-09-26
588,1968,09,27,1209133973203816.xml,1209133973210347.pdf,1968-09-27
589,1968,10,01,1209133973406209.xml,1209133973412118.pdf,1968-10-01
590,1968,10,02,1209133973589207.xml,1209133973595045.pdf,1968-10-02
591,1968,10,03,1209133973781402.xml,1209133973787193.pdf,1968-10-03
592,1968,10,04,12091339742114.xml,12091339748496.pdf,1968-10-04
593,1968,10,07,1209133974250334.xml,1209133974256722.pdf,1968-10-07
594,1968,10,08,1209133974501030.xml,1209133974507990.pdf,1968-10-08
595,1968,10,09,1209133974747014.xml,1209133974754403.pdf,1968-10-09
596,1968,10,10,1209133974980336.xml,1209133974986250.pdf,1968-10-10
597,1968,10,11,1209133975174589.xml,1209133975181929.pdf,1968-10-11
598,1968,10,12,1209133975397016.xml,1209133975403375.pdf,1968-10-12
599,1968,10,14,1209133975644528.xml,1209133975651072.pdf,1968-10-14
600,1968,10,15,1209133975841829.xml,1209133975848736.pdf,1968-10-15
601,1968,10,17,1209133976259722.xml,1209133976265580.pdf,1968-10-17
602,1968,10,18,1209133976483590.xml,1209133976490333.pdf,1968-10-18
603,1968,10,21,1209133976745300.xml,1209133976751630.pdf,1968-10-21
604,1968,10,16,120913397674934.xml,120913397680848.pdf,1968-10-16
605,1968,10,22,1209133976929097.xml,1209133976934925.pdf,1968-10-22
606,1968,10,24,1209133977267766.xml,1209133977274592.pdf,1968-10-24
607,1968,10,25,1209133977493766.xml,1209133977499969.pdf,1968-10-25
608,1968,10,28,1209133977690075.xml,1209133977696209.pdf,1968-10-28
609,1968,10,23,120913397789510.xml,120913397796038.pdf,1968-10-23
610,1968,10,29,1209133977948088.xml,1209133977954051.pdf,1968-10-29
611,1968,10,30,1209133978162438.xml,1209133978168427.pdf,1968-10-30
612,1968,10,31,1209133978426665.xml,1209133978432590.pdf,1968-10-31
613,1968,11,01,1209133978632585.xml,1209133978639561.pdf,1968-11-01
614,1968,11,05,1209133979334916.xml,1209133979341001.pdf,1968-11-05
615,1968,11,06,1209133979567127.xml,1209133979572994.pdf,1968-11-06
616,1968,11,04,120913397956861.xml,120913397963005.pdf,1968-11-04
617,1968,11,07,1209133979804521.xml,1209133979810345.pdf,1968-11-07
618,1968,11,12,1209133980372806.xml,1209133980378981.pdf,1968-11-12
619,1968,11,13,1209133980647913.xml,1209133980653910.pdf,1968-11-13
620,1968,11,08,120913398084134.xml,120913398090619.pdf,1968-11-08
621,1968,11,14,1209133980852553.xml,1209133980859351.pdf,1968-11-14
622,1968,11,18,1209133981387457.xml,1209133981393834.pdf,1968-11-18
623,1968,11,19,1209133981655974.xml,1209133981662213.pdf,1968-11-19
624,1968,11,15,120913398170884.xml,120913398177333.pdf,1968-11-15
625,1968,11,20,1209133981826241.xml,1209133981833871.pdf,1968-11-20
626,1968,11,21,1209133982100908.xml,1209133982106838.pdf,1968-11-21
627,1968,11,22,1209133982326109.xml,1209133982332866.pdf,1968-11-22
628,1968,11,25,1209133982577424.xml,1209133982583433.pdf,1968-11-25
629,1968,11,26,1209133982833488.xml,1209133982839550.pdf,1968-11-26
630,1968,12,04,1209133983358057.xml,1209133983363924.pdf,1968-12-04
631,1968,12,05,1209133983592246.xml,1209133983599167.pdf,1968-12-05
632,1968,12,03,120913398392314.xml,120913398398797.pdf,1968-12-03
633,1968,12,06,1209133983949096.xml,1209133983955904.pdf,1968-12-06
634,1968,12,09,1209133984323363.xml,1209133984329271.pdf,1968-12-09
635,1968,12,10,1209133984573837.xml,1209133984581213.pdf,1968-12-10
636,1968,12,11,1209133984818157.xml,1209133984823996.pdf,1968-12-11
637,1968,12,12,1209133985100224.xml,1209133985106712.pdf,1968-12-12
638,1968,12,13,1209133985396124.xml,1209133985402350.pdf,1968-12-13
639,1968,12,16,1209133985660199.xml,1209133985666944.pdf,1968-12-16
640,1968,12,18,1209133985907089.xml,1209133985914115.pdf,1968-12-18
641,1969,01,10,1209134765244408.xml,1209134765250366.pdf,1969-01-10
642,1969,01,07,120913476537129.xml,120913476543421.pdf,1969-01-07
643,1969,01,30,1209134765677727.xml,1209134765683539.pdf,1969-01-30
644,1969,01,31,1209134765988300.xml,1209134765995721.pdf,1969-01-31
645,1969,02,03,1209134766311670.xml,1209134766317728.pdf,1969-02-03
646,1969,02,04,1209134766533395.xml,1209134766539344.pdf,1969-02-04
647,1969,02,05,1209134766804423.xml,1209134766810210.pdf,1969-02-05
648,1969,02,06,1209134767118641.xml,1209134767124551.pdf,1969-02-06
649,1969,02,07,1209134768330179.xml,1209134768336327.pdf,1969-02-07
650,1969,02,10,1209134768591788.xml,1209134768597771.pdf,1969-02-10
651,1969,02,11,1209134768822169.xml,1209134768828233.pdf,1969-02-11
652,1969,02,12,1209134769170385.xml,1209134769176821.pdf,1969-02-12
653,1969,02,13,1209134769423938.xml,1209134769430036.pdf,1969-02-13
654,1969,02,14,1209134769761250.xml,1209134769767493.pdf,1969-02-14
655,1969,02,18,1209134770298488.xml,1209134770304568.pdf,1969-02-18
656,1969,02,19,1209134770555549.xml,1209134770561890.pdf,1969-02-19
657,1969,02,17,120913477059068.xml,120913477065680.pdf,1969-02-17
658,1969,02,20,1209134770878384.xml,1209134770884916.pdf,1969-02-20
659,1969,02,21,1209134771162188.xml,1209134771168472.pdf,1969-02-21
660,1969,02,24,1209134771446235.xml,1209134771452315.pdf,1969-02-24
661,1969,02,25,1209134771757034.xml,1209134771763139.pdf,1969-02-25
662,1969,02,27,1209134772337804.xml,1209134772344511.pdf,1969-02-27
663,1969,02,28,1209134772603471.xml,1209134772609392.pdf,1969-02-28
664,1969,02,26,120913477271567.xml,120913477277757.pdf,1969-02-26
